Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.47 0.30,0.47 0.38,0.42 0.38,0.39 0.49,0.39 0.59,0.52 0.39,0.54 0.50,0.54 0.61,0.43 0.60,0.41 0.76,0.39 0.91,0.50 0.61,0.50 0.76,0.49 0.89,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.39 0.49,0.38 0.60,0.52 0.39,0.54 0.49,0.54 0.60,0.43 0.60,0.41 0.76,0.38 0.91,0.50 0.61,0.50 0.76,0.49 0.91,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.39 0.48,0.38 0.60,0.53 0.39,0.54 0.50,0.54 0.61,0.43 0.60,0.41 0.76,0.38 0.90,0.50 0.61,0.50 0.77,0.50 0.90,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.38,0.41 0.38,0.39 0.49,0.38 0.59,0.52 0.39,0.54 0.50,0.54 0.60,0.43 0.60,0.41 0.76,0.38 0.91,0.50 0.61,0.50 0.77,0.50 0.91,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.29
0.47 0.30,0.47 0.38,0.41 0.38,0.39 0.49,0.38 0.59,0.52 0.39,0.54 0.50,0.54 0.61,0.43 0.60,0.41 0.76,0.38 0.91,0.50 0.61,0.50 0.77,0.50 0.91,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.39 0.49,0.38 0.59,0.53 0.39,0.54 0.50,0.54 0.61,0.43 0.60,0.41 0.76,0.38 0.91,0.50 0.61,0.50 0.77,0.50 0.91,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.39 0.49,0.38 0.59,0.53 0.39,0.54 0.50,0.54 0.61,0.43 0.60,0.41 0.76,0.38 0.91,0.50 0.61,0.50 0.76,0.50 0.91,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.39 0.49,0.38 0.59,0.53 0.39,0.54 0.51,0.54 0.61,0.43 0.60,0.41 0.76,0.38 0.91,0.50 0.61,0.50 0.77,0.50 0.91,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.39,0.42 0.38,0.38 0.48,0.38 0.58,0.53 0.39,0.54 0.49,0.55 0.59,0.43 0.60,0.41 0.76,0.39 0.90,0.50 0.61,0.50 0.77,0.50 0.90,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.38 0.44,0.36 0.47,0.52 0.39,0.55 0.48,0.58 0.49,0.43 0.60,0.42 0.75,0.39 0.92,0.50 0.61,0.50 0.76,0.50 0.92,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.35 0.43,0.34 0.39,0.52 0.39,0.58 0.46,0.60 0.41,0.43 0.60,0.42 0.75,0.39 0.92,0.50 0.61,0.50 0.76,0.50 0.91,0.46 0.29,0.49 0.29,0.44 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.34 0.40,0.34 0.31,0.53 0.39,0.60 0.41,0.60 0.33,0.43 0.59,0.50 0.77,0.50 0.91,0.50 0.60,0.41 0.76,0.38 0.91,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.30
0.47 0.30,0.47 0.37,0.42 0.37,0.33 0.36,0.34 0.27,0.52 0.38,0.60 0.39,0.60 0.29,0.43 0.59,0.50 0.77,0.50 0.91,0.50 0.60,0.41 0.76,0.39 0.91,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.37,0.42 0.37,0.33 0.36,0.35 0.27,0.52 0.38,0.60 0.39,0.60 0.30,0.43 0.59,0.50 0.77,0.50 0.92,0.50 0.60,0.41 0.76,0.38 0.91,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.37,0.42 0.36,0.34 0.36,0.35 0.27,0.52 0.38,0.60 0.39,0.60 0.29,0.43 0.59,0.50 0.77,0.50 0.92,0.49 0.60,0.41 0.76,0.39 0.91,0.46 0.28,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.37,0.42 0.37,0.33 0.36,0.35 0.27,0.52 0.38,0.60 0.39,0.60 0.30,0.43 0.59,0.50 0.77,0.50 0.91,0.50 0.60,0.41 0.76,0.38 0.91,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.47 0.30,0.47 0.37,0.42 0.36,0.33 0.37,0.35 0.28,0.52 0.38,0.60 0.39,0.60 0.30,0.43 0.59,0.50 0.77,0.50 0.91,0.49 0.60,0.41 0.76,0.38 0.91,0.46 0.29,0.48 0.29,0.44 0.29,0.50 0.29
0.46 0.30,0.46 0.37,0.41 0.37,0.33 0.37,0.34 0.29,0.51 0.38,0.59 0.39,0.59 0.30,0.42 0.59,0.50 0.77,0.50 0.91,0.49 0.60,0.50 0.75,0.50 0.92,0.45 0.28,0.48 0.28,0.44 0.29,0.49 0.29
0.45 0.30,0.45 0.37,0.39 0.36,0.31 0.36,0.33 0.28,0.50 0.38,0.58 0.39,0.58 0.30,0.41 0.59,0.40 0.76,0.38 0.92,0.48 0.59,0.49 0.76,0.50 0.90,0.44 0.28,0.46 0.29,0.43 0.29,0.48 0.29
0.44 0.30,0.44 0.37,0.38 0.36,0.31 0.36,0.32 0.28,0.50 0.38,0.57 0.40,0.57 0.31,0.40 0.59,0.39 0.75,0.38 0.92,0.48 0.59,0.48 0.74,0.50 0.89,0.43 0.28,0.45 0.29,0.42 0.29,0.47 0.29
0.45 0.30,0.45 0.38,0.40 0.37,0.32 0.39,0.33 0.29,0.50 0.38,0.58 0.40,0.58 0.31,0.41 0.59,0.40 0.75,0.38 0.91,0.48 0.60,0.49 0.76,0.49 0.90,0.44 0.29,0.46 0.29,0.43 0.30,0.48 0.30
0.45 0.30,0.46 0.38,0.41 0.37,0.33 0.39,0.35 0.30,0.51 0.38,0.58 0.41,0.58 0.32,0.42 0.58,0.39 0.74,0.37 0.91,0.50 0.59,0.49 0.75,0.49 0.91,0.44 0.29,0.47 0.29,0.43 0.30,0.49 0.29
0.45 0.30,0.45 0.38,0.40 0.38,0.32 0.40,0.34 0.30,0.50 0.39,0.57 0.42,0.57 0.32,0.41 0.59,0.40 0.74,0.37 0.91,0.48 0.60,0.48 0.74,0.49 0.91,0.44 0.29,0.46 0.29,0.43 0.29,0.48 0.29
0.45 0.30,0.45 0.38,0.40 0.37,0.32 0.39,0.34 0.30,0.50 0.39,0.58 0.41,0.58 0.32,0.41 0.59,0.48 0.76,0.49 0.91,0.48 0.60,0.39 0.76,0.37 0.90,0.44 0.28,0.46 0.28,0.43 0.29,0.48 0.29
0.45 0.30,0.45 0.38,0.40 0.38,0.32 0.39,0.34 0.30,0.50 0.39,0.58 0.41,0.58 0.32,0.41 0.59,0.48 0.76,0.49 0.91,0.48 0.60,0.39 0.76,0.37 0.90,0.44 0.29,0.46 0.29,0.43 0.29,0.48 0.29
0.45 0.30,0.45 0.38,0.40 0.38,0.32 0.39,0.34 0.30,0.50 0.38,0.58 0.41,0.58 0.32,0.41 0.59,0.48 0.76,0.49 0.91,0.48 0.60,0.39 0.76,0.37 0.90,0.44 0.28,0.47 0.28,0.43 0.29,0.48 0.29
0.46 0.30,0.46 0.38,0.40 0.37,0.33 0.39,0.34 0.30,0.51 0.38,0.58 0.41,0.58 0.32,0.41 0.59,0.39 0.74,0.36 0.91,0.49 0.60,0.48 0.75,0.49 0.90,0.45 0.29,0.47 0.29,0.43 0.29,0.49 0.29
0.45 0.30,0.45 0.38,0.39 0.37,0.32 0.40,0.34 0.31,0.50 0.39,0.57 0.41,0.57 0.32,0.40 0.59,0.38 0.76,0.36 0.91,0.48 0.60,0.49 0.76,0.49 0.91,0.44 0.29,0.46 0.29,0.43 0.29,0.48 0.30
0.45 0.30,0.45 0.38,0.39 0.38,0.32 0.40,0.34 0.31,0.50 0.39,0.57 0.41,0.58 0.33,0.41 0.59,0.39 0.75,0.37 0.91,0.48 0.60,0.50 0.76,0.51 0.92,0.44 0.29,0.47 0.29,0.43 0.29,0.48 0.30
0.47 0.30,0.48 0.38,0.42 0.37,0.34 0.40,0.36 0.31,0.53 0.38,0.60 0.41,0.60 0.32,0.43 0.60,0.50 0.76,0.51 0.92,0.50 0.60,0.41 0.76,0.38 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.38,0.34 0.41,0.36 0.32,0.52 0.39,0.60 0.41,0.59 0.32,0.43 0.60,0.50 0.77,0.51 0.92,0.50 0.60,0.41 0.76,0.38 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.34 0.40,0.36 0.32,0.52 0.39,0.60 0.41,0.59 0.32,0.43 0.59,0.50 0.77,0.51 0.92,0.50 0.60,0.41 0.76,0.38 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.34 0.41,0.35 0.32,0.52 0.39,0.60 0.41,0.59 0.32,0.43 0.59,0.50 0.77,0.51 0.92,0.50 0.60,0.41 0.76,0.38 0.91,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.34 0.40,0.35 0.32,0.52 0.39,0.60 0.41,0.59 0.32,0.43 0.60,0.50 0.77,0.51 0.92,0.49 0.60,0.41 0.76,0.38 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.34 0.40,0.36 0.32,0.52 0.39,0.60 0.41,0.59 0.32,0.43 0.60,0.50 0.77,0.51 0.92,0.50 0.60,0.41 0.76,0.38 0.91,0.46 0.29,0.49 0.29,0.45 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.38,0.35 0.45,0.38 0.42,0.53 0.39,0.58 0.46,0.56 0.41,0.43 0.60,0.41 0.76,0.38 0.91,0.51 0.61,0.50 0.76,0.51 0.91,0.46 0.29,0.49 0.29,0.45 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.37,0.36 0.43,0.38 0.52,0.52 0.38,0.57 0.45,0.55 0.53,0.43 0.60,0.41 0.76,0.38 0.92,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.48 0.29,0.44 0.30,0.50 0.29
0.46 0.30,0.46 0.38,0.41 0.37,0.36 0.42,0.39 0.51,0.52 0.38,0.57 0.44,0.54 0.53,0.43 0.60,0.41 0.77,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.45 0.29,0.47 0.29,0.44 0.30,0.49 0.30
0.46 0.31,0.47 0.37,0.41 0.37,0.37 0.42,0.39 0.49,0.52 0.36,0.57 0.42,0.54 0.52,0.43 0.59,0.40 0.77,0.38 0.92,0.50 0.60,0.50 0.78,0.52 0.92,0.45 0.29,0.48 0.29,0.44 0.30,0.49 0.30
0.47 0.30,0.47 0.36,0.42 0.36,0.35 0.40,0.39 0.48,0.52 0.36,0.57 0.43,0.55 0.52,0.43 0.58,0.41 0.77,0.38 0.91,0.50 0.59,0.50 0.76,0.51 0.92,0.45 0.29,0.48 0.29,0.44 0.30,0.50 0.30
0.48 0.30,0.47 0.37,0.42 0.36,0.37 0.43,0.39 0.53,0.53 0.37,0.57 0.43,0.55 0.52,0.43 0.59,0.41 0.77,0.38 0.91,0.50 0.59,0.50 0.76,0.52 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.48 0.38,0.42 0.36,0.37 0.45,0.37 0.52,0.53 0.38,0.57 0.46,0.56 0.56,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.61,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.37,0.36 0.43,0.38 0.41,0.53 0.38,0.57 0.45,0.56 0.48,0.43 0.59,0.41 0.76,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.29
0.47 0.30,0.47 0.38,0.42 0.37,0.35 0.42,0.35 0.33,0.52 0.39,0.59 0.45,0.60 0.35,0.43 0.59,0.41 0.76,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.34 0.39,0.35 0.29,0.53 0.39,0.60 0.40,0.60 0.30,0.43 0.59,0.41 0.76,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.33 0.36,0.35 0.27,0.52 0.38,0.60 0.37,0.60 0.28,0.43 0.59,0.41 0.77,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.33 0.36,0.35 0.27,0.53 0.38,0.61 0.38,0.60 0.28,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.33 0.36,0.35 0.27,0.52 0.38,0.61 0.38,0.60 0.28,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.93,0.46 0.29,0.49 0.29,0.45 0.30,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.33 0.36,0.35 0.27,0.52 0.38,0.61 0.38,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.33 0.37,0.35 0.28,0.52 0.38,0.61 0.38,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.92,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.33 0.37,0.35 0.28,0.53 0.39,0.61 0.38,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.44 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.37,0.34 0.37,0.35 0.28,0.53 0.38,0.61 0.38,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.34 0.37,0.35 0.28,0.52 0.38,0.61 0.38,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.34 0.37,0.35 0.28,0.52 0.38,0.60 0.38,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.92,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.41 0.37,0.34 0.37,0.35 0.28,0.53 0.39,0.61 0.39,0.60 0.29,0.43 0.59,0.41 0.76,0.38 0.92,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.37,0.34 0.37,0.35 0.28,0.53 0.38,0.61 0.39,0.60 0.29,0.43 0.59,0.41 0.77,0.38 0.91,0.50 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.37,0.34 0.37,0.35 0.28,0.53 0.38,0.61 0.39,0.60 0.29,0.43 0.59,0.41 0.76,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.47 0.30,0.47 0.38,0.42 0.37,0.34 0.37,0.35 0.28,0.53 0.38,0.61 0.39,0.60 0.29,0.43 0.59,0.41 0.76,0.38 0.91,0.51 0.60,0.50 0.76,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.48 0.30,0.47 0.38,0.42 0.37,0.34 0.38,0.35 0.29,0.53 0.39,0.61 0.39,0.61 0.29,0.43 0.59,0.41 0.77,0.38 0.91,0.51 0.59,0.51 0.77,0.51 0.92,0.46 0.29,0.49 0.29,0.45 0.29,0.50 0.30
0.49 0.30,0.49 0.38,0.44 0.38,0.37 0.44,0.34 0.35,0.54 0.39,0.61 0.44,0.62 0.34,0.44 0.60,0.42 0.76,0.38 0.91,0.52 0.61,0.52 0.77,0.52 0.92,0.48 0.29,0.50 0.29,0.47 0.30,0.52 0.30
0.52 0.30,0.51 0.39,0.46 0.38,0.43 0.49,0.40 0.59,0.57 0.39,0.60 0.49,0.62 0.53,0.47 0.60,0.42 0.77,0.40 0.91,0.55 0.61,0.53 0.77,0.52 0.92,0.50 0.29,0.53 0.29,0.49 0.29,0.55 0.30
0.52 0.31,0.52 0.40,0.46 0.39,0.44 0.51,0.40 0.61,0.58 0.40,0.60 0.53,0.58 0.61,0.47 0.62,0.45 0.79,0.44 0.96,0.55 0.63,0.53 0.79,0.52 0.93,0.51 0.29,0.53 0.29,0.50 0.30,0.56 0.30
0.50 0.29,0.50 0.39,0.44 0.39,0.41 0.52,0.37 0.64,0.56 0.39,0.58 0.53,0.56 0.63,0.46 0.64,0.46 0.82,0.45 0.97,0.54 0.64,0.54 0.79,0.52 0.92,0.49 0.27,0.51 0.27,0.47 0.28,0.53 0.28
0.47 0.25,0.47 0.36,0.40 0.35,0.37 0.49,0.36 0.62,0.55 0.36,0.58 0.49,0.59 0.62,0.43 0.64,0.44 0.85,0.46 0.97,0.53 0.64,0.53 0.85,0.50 0.97,0.46 0.23,0.49 0.23,0.44 0.24,0.51 0.24
